country,MPI,lat,lon
Lao People's Democratic Republic,0.215,14.93634,107.1011931
Liberia,0.407,6.7562926,-10.8451467
Liberia,0.508,-5.115146,-78.1108279
Liberia,0.505,48.963603,89.935224
Liberia,0.527,6.2308452,-9.8124935
Liberia,0.482,7.0467758,-11.0711758
Liberia,0.349,5.9222078,-8.2212979
Liberia,0.48,4.7613862,-8.2212979
Liberia,0.457,,
Liberia,0.364,6.5151875,-10.3048897
Liberia,0.388,4.7258878,-7.7416703
Liberia,0.25,6.5525815,-10.5296115
Liberia,0.377,6.8427612,-8.6600586
Liberia,0.536,5.9025328,-9.456155
Liberia,0.433,5.2604894,-7.87216
Liberia,0.445,5.49871,-8.6600586
Saint Lucia,,,
Lesotho,0.106,-29.1746723,27.8311428
Lesotho,0.149,-28.7653754,28.2468148
Lesotho,0.106,-28.9510773,28.2526623
Lesotho,0.131,-29.8224312,27.2388161
Lesotho,0.082,-29.3632188,27.5143603
Lesotho,0.178,-30.1425917,27.4673845
Lesotho,0.291,17.9557183,-77.2405153
Lesotho,0.173,-30.1114565,28.678979
Lesotho,0.151,-30.4015687,27.7080133
Lesotho,0.267,-29.5238975,28.6089752
Morocco,0.017,31.791702,-7.09262
Morocco,0.102,31.1200185,-6.0679194
Morocco,0.084,34.302131,-6.302078
Morocco,0.066,33.0473251,-7.2652858
Morocco,0.131,31.5628076,-7.9592863
Morocco,0.049,,
Morocco,0.003,33.5205933,-7.5680595
Morocco,0.016,33.8175173,-6.2375947
Morocco,0.06,32.5997754,-8.6600586
Morocco,0.07,32.004262,-6.5783387
Morocco,0.037,31.9051275,-4.7277528
Morocco,0.042,-4.2633597,15.2428853
Morocco,0.123,34.2581709,-4.2333355
Morocco,0.083,35.2629558,-5.5617279
"Moldova, Republic of",,,
Madagascar,0.178,30.8753556,31.03351
Madagascar,0.357,-19.7184663,46.670534
Madagascar,0.397,-18.9006786,46.9805103
Madagascar,0.319,-18.6336864,46.0563212
Madagascar,0.4,-21.3390868,46.516262
Madagascar,0.409,,
Madagascar,0.514,-21.3205653,47.9218204
Madagascar,0.448,-22.6558058,46.3624686
Madagascar,0.531,0.3148253,32.5808788
Madagascar,0.269,-18.8131481,48.8799972
Madagascar,0.383,-16.507537,49.5279996
Madagascar,0.309,-18.0284909,48.2393528
Madagascar,0.31,-16.3645202,45.9039689
Madagascar,0.32,-15.4135578,48.0803529
Madagascar,0.433,-16.3296686,46.6226097
Madagascar,0.509,-17.3776488,44.7006138
Madagascar,0.427,-23.1485269,44.3992892
Madagascar,0.547,-24.7497835,45.4498065
Madagascar,0.486,-23.5579591,45.9039689
Madagascar,0.417,30.5972455,30.9876321
Madagascar,0.294,-13.4086535,49.2030851
Madagascar,0.327,-14.4407175,49.8547266
Maldives,,,
Mexico,,,
"Macedonia, The former Yugoslav Republic of",,,
Mali,0.485,14.4367876,-11.4452717
Mali,0.44,13.8018074,-7.4381355
Mali,0.484,11.3223834,-5.6983979
Mali,0.498,,
Mali,0.594,14.4874284,-4.1974627
Mali,0.168,12.6392316,-8.0028892
Myanmar,0.171,17.0342125,95.2266675
Myanmar,0.129,17.3220711,96.4663286
Myanmar,0.152,22.3896751,93.5812692
Myanmar,0.083,25.850904,97.4381355
Myanmar,0.099,19.2342061,97.2652858
Myanmar,0.183,16.9459346,97.9592863
Myanmar,0.114,20.1544305,94.9454803
Myanmar,0.099,21.9588282,96.0891032
Myanmar,0.109,17.0626039,97.3516558
Myanmar,0.11,19.7633057,96.0785104
Myanmar,0.258,19.810093,93.9878427
Myanmar,0.134,21.9159702,95.9621106
Myanmar,0.194,22.0361985,98.1338558
Myanmar,0.129,12.0896327,99.0115113
Myanmar,0.051,16.8660694,96.195132
Montenegro,,,
Mongolia,0.041,47.2124056,106.41541
Mongolia,0.044,47.4658154,115.392712
Mongolia,0.075,47.5,100
Mongolia,0.006,47.8863988,106.9057439
Mongolia,0.09,3.6567382,-56.2035387
Mozambique,0.443,-12.7826202,36.6093926
Mozambique,0.525,-12.3335474,39.3206241
Mozambique,0.4,-15.1266347,39.2687161
Mozambique,0.528,,
Mozambique,0.466,-16.1328104,33.6063855
Mozambique,0.301,-18.9438274,32.8648538
Mozambique,0.381,-19.2039073,34.8624166
Mozambique,0.295,-23.8879561,35.3959879
Mozambique,0.306,41.2994958,69.2400734
Mozambique,0.133,-3.18427,12.2547919
Mozambique,0.043,-25.891968,32.6051351
Mauritania,0.412,,
Mauritania,0.438,16.6912149,-9.5450974
Mauritania,0.419,16.7759558,-11.5248055
Mauritania,0.46,15.9717357,-12.6216211
Mauritania,0.307,15.5006544,32.5598994
Mauritania,0.181,17.8664964,-14.6587821
Mauritania,0.184,19.8652176,-12.8054753
Mauritania,0.039,20.5985588,-16.2522143
Mauritania,0.322,18.5467527,-9.9018131
Mauritania,0.499,15.2557331,-12.2547919
Mauritania,0.085,24.5773764,-9.9018131
Mauritania,0.102,18.0735299,-15.9582372
Malawi,0.283,-15.0506595,35.0828588
Malawi,0.118,-15.7666707,35.0167866
Malawi,0.245,,
Malawi,0.292,-16.0437784,34.8016945
Malawi,0.161,-9.7037655,33.2700253
Malawi,0.241,-15.7423151,35.2587964
Malawi,0.314,-14.3816618,34.3254842
Malawi,0.267,-13.6514687,33.9359756
Malawi,0.204,-9.952536,33.9248222
Malawi,0.244,-13.0356794,33.4719832
Malawi,0.114,-12.0584005,34.7354031
Malawi,0.092,-13.9626121,33.7741195
Malawi,0.286,29.9133171,45.2993862
Malawi,0.322,-14.9407263,35.4781926
Malawi,0.302,-14.4861733,35.253304
Malawi,0.314,-13.8000058,32.8930441
Malawi,0.286,-16.0252339,35.5083136
Malawi,0.254,,
Malawi,0.205,-11.7475452,33.5280072
Malawi,0.034,-11.4389649,34.0084395
Malawi,0.285,-16.7288202,35.1708741
Malawi,0.316,-15.6850711,34.5749882
Malawi,0.215,-11.6085556,34.2949409
Malawi,0.245,-12.9316863,34.2810541
Malawi,0.211,-14.9037538,34.7740793
Malawi,0.259,-13.2841992,33.8857747
Malawi,0.293,-15.7092038,35.6532848
Malawi,0.205,-11.0171949,33.8550829
Malawi,0.334,-13.6809586,34.4198243
Malawi,0.259,-16.069257,35.1406293
Malawi,0.053,-15.3765857,35.3356518
Malawi,0.27,-15.2807455,35.3991867
Namibia,0.174,-17.8682455,23.5728501
Namibia,0.044,-22.2565682,15.4068079
Namibia,0.103,-24.2310134,17.668887
Namibia,0.098,-26.8429645,17.2902839
Namibia,0.373,-18.271048,18.4276047
Namibia,0.06,-22.6377854,17.1011931
Namibia,0.238,-19.4086317,13.914399
Namibia,0.348,-17.5979291,16.8178377
Namibia,0.232,-21.8466651,19.1880047
Namibia,0.283,14.9609782,-91.8074586
Namibia,0.156,-18.4305064,15.6881788
Namibia,0.218,-18.4152575,16.912251
Namibia,0.116,-20.5486916,17.668887
Niger,0.405,16.9741689,7.986535
Niger,0.556,13.3132472,12.6158803
Niger,0.62,13.0504833,3.2080991
Niger,0.664,13.5009779,7.1036396
Niger,0.646,14.8904575,5.2579968
Niger,0.609,18.2783598,-72.3547915
Niger,0.641,13.8018124,8.98527
Niger,0.206,13.5115963,2.1253854
Nigeria,0.548,13.0058731,5.2475518
Nigeria,0.605,6.907529,3.5812692
Nigeria,0.52,12.5139317,7.6114217
Nigeria,0.552,12.4460001,9.7232673
Nigeria,0.635,12.1871412,11.7068294
Nigeria,0.401,12.1205201,13.1740348
Nigeria,0.295,9.3250497,12.4380581
Nigeria,0.471,10.279142,11.1730615
Nigeria,0.583,4.7109886,-74.072092
Nigeria,0.434,12.0021794,8.5919561
Nigeria,0.311,10.5104642,7.4165053
Nigeria,0.553,11.6781241,4.0695454
Nigeria,0.324,10.2155388,5.3939551
Nigeria,0.108,,
Nigeria,0.251,-4.1128079,13.7289167
Nigeria,0.273,9.244568,9.3673084
Nigeria,0.448,8.0054917,10.2600125
Nigeria,0.28,7.3508259,8.8362755
Nigeria,0.113,7.9075486,6.5783387
Nigeria,0.099,11.833333,9.6
Nigeria,0.155,7.8429579,3.9368439
Nigeria,0.043,7.5875843,4.5624426
Nigeria,0.051,7.6655813,5.3102505
Nigeria,0.127,6.8959293,4.8935627
Nigeria,0.08,6.5438101,5.8987139
Nigeria,0.05,6.2757656,7.0068393
Nigeria,0.123,6.4583661,7.5463885
Nigeria,0.265,6.177973,7.9592863
Nigeria,0.146,,
Nigeria,0.099,4.9299869,7.87216
Nigeria,0.088,-23.0221928,32.7181375
Nigeria,0.083,5.6038994,7.0068393
Nigeria,0.088,4.8580767,6.9209135
Nigeria,0.12,4.8677767,5.8987139
Nigeria,0.107,5.5324624,5.8987139
Nigeria,0.035,6.5243793,3.3792057
Nigeria,0.112,12.8463561,23.0011989
Nicaragua,0.113,13.7894404,-86.0121573
Nicaragua,0.195,13.0883907,-85.9993997
Nicaragua,0.104,28.2105741,84.042456
Nicaragua,0.048,13.0851139,-86.3630197
Nicaragua,0.047,12.6234721,-87.1273253
Nicaragua,0.031,28.3998551,83.6895693
Nicaragua,0.099,12.9290069,-85.9151211
Nicaragua,0.13,12.469284,-85.6614682
Nicaragua,0.021,12.1149926,-86.2361744
Nicaragua,0.017,11.9704485,-86.0886366
Nicaragua,0.082,11.9394717,-85.1894045
Nicaragua,0.035,11.9344073,-85.9560005
Nicaragua,0.025,,
Nicaragua,0.036,11.4326663,-85.8230251
Nicaragua,0.133,8.7686886,-12.7853522
Nicaragua,0.173,13.8394456,-83.9320806
Nicaragua,0.132,12.1918502,-84.1012861
Nepal,0.05,26.8081234,87.293039
Nepal,0.094,27.719887,85.3175239
Nepal,0.199,27.656871,85.326855
Nepal,0.063,45.5456095,-122.5709527
Nepal,0.133,-11.7167338,43.3680788
Nepal,0.13,8.3022297,2.302446
Nepal,0.226,30.4899333,-97.7677687
Nepal,0.144,30.005,80.9283333
Nepal,0.092,,
Nepal,0.213,6.1670315,8.6600586
Nepal,0.286,27.8168621,83.6382267
Nepal,0.134,27.7738805,84.0291794
Nepal,0.072,,
Nepal,0.112,27.7738805,84.0291794
Nepal,0.104,15.4581332,36.4039629
Pakistan,0.184,31.1704063,72.7097161
Pakistan,0.294,25.8943018,68.5247149
Pakistan,0.247,34.9526205,72.331113
Pakistan,0.402,28.4907332,65.0957792
Pakistan,0.233,35.8025667,74.9831808
Pakistan,0.039,33.7293882,73.0931461
Peru,0.096,-8.5155608,126.0159255
Peru,0.044,,
Peru,0.091,,
Peru,0.009,-16.4090474,-71.537451
Peru,0.071,-13.1638737,-74.2235641
Peru,0.089,-7.1617465,-78.5127855
Peru,0,-12.0508491,-77.1259843
Peru,0.062,-13.53195,-71.9674626
Peru,0.122,-12.7861978,-74.9764024
Peru,0.111,,
Peru,0.009,-14.07546,-75.7341811
Peru,0.042,,
Peru,0.042,-8.1435933,-78.4751945
Peru,0.038,-6.7197666,-79.9080757
Peru,0.004,-12.0463731,-77.042754
Peru,0.147,-4.2324729,-74.2179326
Peru,0.024,-11.7668705,-70.8119953
Peru,0.014,-0.7917729,29.0459927
Peru,0.064,-10.4475753,-75.1545381
Peru,0.05,-5.1782884,-80.6548882
Peru,0.069,-15.8402218,-70.0218805
Peru,0.061,,
Peru,0.008,-18.0065679,-70.2462741
Peru,0.014,-3.5564921,-80.4270885
Peru,0.046,-9.8251183,-73.087749
Philippines,0.026,15.5942883,-90.1494988
Philippines,0.039,17.3512542,121.1718851
Philippines,0.027,16.0832144,120.6199895
Philippines,0.039,16.9753758,121.8107079
Philippines,0.035,15.4827722,120.7120023
Philippines,0.029,14.1007803,121.0793705
Philippines,0.091,9.8432065,118.7364783
Philippines,0.068,13.4209885,123.4136736
Philippines,0.055,11.0049836,122.5372741
Philippines,0.055,10.2968562,123.8886774
Philippines,0.054,12.2445533,125.0388164
Philippines,0.075,-19.0552009,29.6035495
Philippines,0.093,8.0201635,124.6856509
Philippines,0.066,6.9581401,126.2176555
Philippines,0.09,6.2706918,124.6856509
Philippines,0.069,8.8014562,125.7406882
Philippines,0.14,6.9568313,124.2421597
"Palestine, State ofa",,,
Rwanda,0.292,-1.940278,29.873888
Rwanda,0.118,-1.9705786,30.1044288
Rwanda,0.243,-1.5009963,29.6384954
Rwanda,0.295,-9.1667,34.5167
Rwanda,0.266,-2.07649,29.3250347
Sudan,0.382,11.5860078,34.1531947
Sudan,0.501,,
Sudan,0.481,14.3782747,24.9042208
Sudan,0.404,14.024307,35.3685679
Sudan,0.165,14.8859611,33.438353
Sudan,0.362,-3.373056,29.918886
Sudan,0.077,,
Sudan,0.447,15.7661969,24.9042208
Sudan,0.328,13.8306441,29.4179324
Sudan,0.047,18.4448963,30.1589303
Sudan,0.223,19.4556063,35.2148469
Sudan,0.092,23.5597924,32.1577074
Sudan,0.277,13.0317108,33.9750018
Sudan,0.42,11.6488639,24.9042208
Sudan,0.422,11.1990192,29.4179324
Sudan,0.458,,
Sudan,0.468,12.6918384,28.4341996
Sudan,0.267,13.2403881,32.5372741
Senegal,0.449,14.72001,-17.465533
Senegal,0.373,14.497401,-14.452362
Senegal,0.156,14.497401,-14.452362
Senegal,0.425,14.497401,-14.452362
Sierra Leone,0.537,8.2802196,-10.5718086
Sierra Leone,0.477,7.8632147,-11.1957172
Sierra Leone,0.511,8.7663285,-10.8903099
Sierra Leone,0.423,9.2475837,-12.1632718
Sierra Leone,0.58,9.1261664,-12.9176518
Sierra Leone,0.601,9.5308619,-11.5248055
Sierra Leone,0.522,5.556837,23.7632828
Sierra Leone,0.541,8.7389416,-11.7979613
Sierra Leone,0.449,7.9551791,-11.7409946
Sierra Leone,0.478,30.585164,36.238414
Sierra Leone,0.569,8.1620514,-12.4351923
Sierra Leone,0.537,7.3723295,-11.6157773
Sierra Leone,0.319,8.3114983,-13.035694
Sierra Leone,0.191,17.4891317,-88.188656
El Salvador,0.03,13.8216148,-89.9253233
El Salvador,0.046,13.8648288,-88.7493998
El Salvador,0.036,14.0164187,-88.9126449
El Salvador,0.025,13.8661957,-89.0561532
El Salvador,0.017,13.6817661,-89.3606298
El Salvador,0.03,13.495364,-88.9796776
El Salvador,0.054,13.3323464,-87.8500644
El Salvador,0.04,13.7682,-88.1291387
El Salvador,0.03,13.4792922,-88.1779182
El Salvador,0.01,13.6929403,-89.2181911
El Salvador,0.02,13.6390979,-88.7830612
El Salvador,0.027,13.9778279,-89.5639119
El Salvador,0.046,13.7113876,-89.7239097
El Salvador,0.03,13.4470634,-88.556531
Somalia,,,
Serbia,,,
South Sudan,0.503,9.8894202,32.7181375
South Sudan,0.628,,
South Sudan,0.661,8.2209308,28.8596804
South Sudan,0.652,8.5360449,26.7967849
South Sudan,0.491,8.6452399,25.2837585
South Sudan,0.605,6.6030799,29.9740534
South Sudan,0.456,5.3471799,28.299435
South Sudan,0.391,4.6144063,31.2626366
South Sudan,0.561,5.0692995,33.438353
Sao Tome and Principe,0.092,31.3543445,27.2373159
Sao Tome and Principe,0.059,11.4098737,41.2808577
Sao Tome and Principe,0.132,,
Sao Tome and Principe,0.117,13.6707177,-14.8899772
Suriname,0.007,5.8520355,-55.2038278
Suriname,0.013,5.7323762,-55.2701235
Suriname,0.012,5.5855469,-56.8311117
Suriname,0.006,5.6943271,-56.2929381
Suriname,0.011,5.7240813,-55.6689636
Suriname,0.008,5.740211,-54.8731219
Suriname,0.026,5.6268128,-54.2593118
Suriname,0.023,8.1911184,-9.7232673
Suriname,0.057,4.7524091,-55.0272904
Suriname,0.172,6.546426,-58.0982046
Swaziland,0.054,-26.1365662,31.3541631
Swaziland,0.098,-26.7851773,31.8107079
Swaziland,0.041,-26.5081999,31.3713164
Swaziland,0.101,12.4166,-3.4195527
Syrian Arab Republic,0.003,33.5138073,36.2765279
Syrian Arab Republic,0.026,36.2021047,37.1342603
Syrian Arab Republic,0.009,33.5167289,36.954107
Syrian Arab Republic,0.007,34.2567123,38.3165725
Syrian Arab Republic,0.01,-3.5778471,102.3463875
Syrian Arab Republic,0.004,35.5407103,35.7952667
Syrian Arab Republic,0.019,,
Syrian Arab Republic,0.028,36.507867,40.7462671
Syrian Arab Republic,0.047,35.3296518,40.1350341
Syrian Arab Republic,0,11.2336911,-60.6988909
Syrian Arab Republic,0.028,35.9594106,38.9981052
Syrian Arab Republic,0.011,32.626434,36.1033061
Syrian Arab Republic,0.002,32.7128968,36.5662858
Syrian Arab Republic,0.011,,
Chad,0.654,13.6680378,16.4235227
Chad,0.659,13.9371775,18.4276047
Chad,0.537,20.78,18.05
Chad,0.646,11.2564207,16.1580937
Chad,0.625,17.5414578,21.8568586
Chad,0.643,,
Chad,0.654,12.4577273,16.7234639
Chad,0.696,12.90616,105.2194808
Chad,0.744,18.3281428,-77.2405153
Chad,0.44,8.759676,15.876004
Chad,0.504,-29.2875557,29.0605389
Chad,0.529,8.603091,17.4795173
Chad,0.509,9.4046039,14.8454619
Chad,0.479,10.4113014,15.5943388
Chad,0.411,9.0639998,18.4276047
Chad,0.257,,
Chad,0.683,,
Chad,0.678,,
Chad,0.697,12.13074,21.2845025
Chad,0.487,8.3149949,16.3463791
Chad,0.709,15.0892416,21.4752851
Togo,0.067,6.1724969,1.2313618
Togo,0.243,6.4913504,1.2891036
Togo,0.325,7.6101378,1.0586135
Togo,0.236,8.6586029,1.0586135
Togo,0.324,9.7216393,1.0586135
Togo,0.439,10.5291781,0.5257823
Thailand,,,
Tajikistan,0.021,38.5597722,68.7870384
Tajikistan,0.048,37.8450708,73.0394697
Tajikistan,0.033,39.5155326,69.097023
Tajikistan,0.045,39.0857902,70.2408325
Tajikistan,0.086,37.9113562,69.097023
Turkmenistan,,,
Timor-Leste,0.379,3.427805,-76.486824
Timor-Leste,0.444,-9.0113171,125.5220012
Timor-Leste,0.357,-8.4731006,126.4553727
Timor-Leste,0.406,-8.9655406,125.2587964
Timor-Leste,0.31,-9.2650375,125.2587964
Timor-Leste,0.127,-8.5568557,125.5603143
Timor-Leste,0.497,-8.8068883,125.3466253
Timor-Leste,0.387,-8.6674095,125.2587964
Timor-Leste,0.373,-8.5531846,126.9970831
Timor-Leste,0.353,-9.0145495,125.8279959
Timor-Leste,0.295,,
Timor-Leste,0.508,-9.2970576,124.2866091
Timor-Leste,0.41,-8.8597918,126.3633516
Trinidad and Tobago,0.023,10.6527887,-61.4246961
Trinidad and Tobago,0.026,11.2979348,-60.5588524
Trinidad and Tobago,0.02,10.6467643,-61.4227551
Trinidad and Tobago,0.016,10.691803,-61.222503
Trinidad and Tobago,0.019,-16.9620634,26.419389
Tunisia,,,
"Tanzania, United Republic of",0.332,0.3215308,32.5862002
"Tanzania, United Republic of",0.145,-6.369028,34.888822
"Tanzania, United Republic of",0.346,-6.2555679,29.5107708
"Tanzania, United Republic of",0.2,40.7566997,-73.9664629
"Tanzania, United Republic of",0.312,5.4817318,-55.2259207
"Tanzania, United Republic of",0.296,-34.9478961,138.5812844
"Tanzania, United Republic of",0.226,7.5257028,-12.5039922
"Tanzania, United Republic of",0.397,28.5954114,77.181578
"Tanzania, United Republic of",0.143,-6.1357295,39.3621196
Uganda,0.076,0.3475964,32.5825197
Uganda,0.3,8.4545561,-13.2432632
Uganda,0.294,0.3729261,32.6357573
Uganda,0.371,0.2540775,31.9928078
Uganda,0.417,1.2692186,33.438353
Uganda,0.431,2.8780034,32.7181375
Uganda,0.634,2.8308738,34.1531947
Uganda,0.484,0.3157239,32.575568
Uganda,0.346,0.2580521,30.5279096
Uganda,0.4,1.373333,32.290275
Ukraine,,,
Uzbekistan,0.007,41.3262326,69.3249975
Uzbekistan,0.011,41.309631,69.238629
Uzbekistan,0.016,38.9083604,-77.0405101
Uzbekistan,0.004,6.2374036,-0.4502368
Uzbekistan,0.006,13.1078947,14.4490398
Uzbekistan,0.001,,
Viet Nam,0.013,20.9033868,105.9699878
Viet Nam,0.064,,
Viet Nam,0.024,15.1738009,108.6175626
Viet Nam,0.057,13.0635025,108.2377519
Viet Nam,0.017,14.058324,108.277199
Viet Nam,0.03,10.063363,105.5943388
Vanuatu,,,
Yemen,0.2,13.9720929,44.1625338
Yemen,0.136,13.6343413,46.0563212
Yemen,0.057,15.3694451,44.1910066
Yemen,0.191,13.9889146,45.5771002
Yemen,0.207,13.5775886,44.0177989
Yemen,0.214,16.7901819,45.2993862
Yemen,0.447,15.7030403,43.6039301
Yemen,0.343,14.7909118,42.9708838
Yemen,0.12,16.9304135,49.3653149
Yemen,0.325,14.5455447,44.4087348
Yemen,0.163,-2.8441371,119.2320784
Yemen,0.278,16.9509413,43.7477743
Yemen,0.255,15.3694451,44.1910066
Yemen,0.062,12.7854969,45.0186548
Yemen,0.176,13.1489588,44.8505495
Yemen,0.214,15.4700312,45.3228575
Yemen,0.349,15.4687838,43.5462744
Yemen,0.105,16.5238423,51.6834275
Yemen,0.322,15.6620639,43.9341408
Yemen,0.2,,
Yemen,0.381,14.883333,43.55
South Africa,,,
Zambia,0.292,-14.3112263,28.299435
Zambia,0.158,-13.0570073,27.5495846
Zambia,0.369,-13.8056187,31.9928078
Zambia,0.392,-11.564831,29.0459927
Zambia,0.112,-15.3875259,28.3228165
Zambia,0.368,-15.3780734,28.2579161
Zambia,0.397,-9.7670177,30.8958242
Zambia,0.334,-13.0050258,24.9042208
Zambia,0.301,14.8781262,15.4068079
Zambia,0.399,-15.9454906,23.3823545
Zimbabwe,0.014,-20.1325066,28.626479
Zimbabwe,0.038,20.3254175,104.1001326
Zimbabwe,0.168,-18.9216386,32.174605
Zimbabwe,0.21,-16.7644295,31.0793705
Zimbabwe,0.14,-18.5871642,31.2626366
Zimbabwe,0.192,-17.4851029,29.7889248
Zimbabwe,0.174,-20.0791909,30.8384093
Zimbabwe,0.238,-18.5331566,27.5495846
Zimbabwe,0.164,-21.052337,29.0459927
Zimbabwe,0.176,-18.4070294,14.8454619
